Run,Algorithm,Size,Type,Time_sec,Memory_MB,CPU_percent,Status
6,Quick Sort,100000,partially_sorted,0.17781000002287328,0.0,20.8,Success
6,Timsort,100000,partially_sorted,0.005095599975902587,0.0,0.0,Success
7,Quick Sort,100000,partially_sorted,0.16943489998811856,0.4375,20.2,Success
7,Timsort,100000,partially_sorted,0.0034789000055752695,0.0,0.0,Success
8,Quick Sort,100000,partially_sorted,0.17472499998984858,0.70703125,19.3,Success
8,Timsort,100000,partially_sorted,0.004318899998907,0.015625,0.0,Success
9,Quick Sort,100000,partially_sorted,0.1809837000328116,0.0,22.9,Success
9,Timsort,100000,partially_sorted,0.00357070000609383,0.0,0.0,Success
10,Quick Sort,100000,partially_sorted,0.20621499995468184,0.30859375,25.7,Success
10,Timsort,100000,partially_sorted,0.0036306999973021448,0.4609375,0.0,Success
11,Quick Sort,100000,partially_sorted,0.16626819997327402,1.49609375,15.0,Success
11,Timsort,100000,partially_sorted,0.0038642000290565193,0.0078125,12.5,Success
12,Quick Sort,100000,partially_sorted,0.17635089997202158,0.0,23.7,Success
12,Timsort,100000,partially_sorted,0.005211999989114702,0.0,0.0,Success
13,Quick Sort,100000,partially_sorted,0.1956452999729663,0.0,28.6,Success
13,Timsort,100000,partially_sorted,0.0052844000165350735,0.0,50.0,Success
14,Quick Sort,100000,partially_sorted,0.1755801000399515,0.0,24.7,Success
14,Timsort,100000,partially_sorted,0.003576099989004433,0.0,0.0,Success
15,Quick Sort,100000,partially_sorted,0.17299479997018352,0.0,17.9,Success
15,Timsort,100000,partially_sorted,0.0036303999950177968,0.0,0.0,Success
16,Quick Sort,100000,partially_sorted,0.15248009999049827,0.0,12.8,Success
16,Timsort,100000,partially_sorted,0.003448000003118068,0.0,100.0,Success
17,Quick Sort,100000,partially_sorted,0.15520969999488443,0.0,12.3,Success
17,Timsort,100000,partially_sorted,0.003532300004735589,0.0,0.0,Success
18,Quick Sort,100000,partially_sorted,0.17455220001284033,0.0,32.3,Success
18,Timsort,100000,partially_sorted,0.00454399996669963,0.0,0.0,Success
19,Quick Sort,100000,partially_sorted,0.15438480000011623,0.0,12.3,Success
19,Timsort,100000,partially_sorted,0.0035044000251218677,0.0,0.0,Success
20,Quick Sort,100000,partially_sorted,0.15367129998048767,0.0,12.7,Success
20,Timsort,100000,partially_sorted,0.0035445999819785357,0.0,0.0,Success
21,Quick Sort,100000,partially_sorted,0.15316340001299977,0.0,14.5,Success
21,Timsort,100000,partially_sorted,0.003515699994750321,0.0,0.0,Success
22,Quick Sort,100000,partially_sorted,0.15211319999070838,0.0,12.8,Success
22,Timsort,100000,partially_sorted,0.0034908000379800797,0.0,0.0,Success
23,Quick Sort,100000,partially_sorted,0.1547355999937281,0.0,13.9,Success
23,Timsort,100000,partially_sorted,0.0035525999846868217,0.0,0.0,Success
24,Quick Sort,100000,partially_sorted,0.15365140000358224,0.0,13.6,Success
24,Timsort,100000,partially_sorted,0.0034969999687746167,0.0,33.3,Success
25,Quick Sort,100000,partially_sorted,0.1562798999948427,0.0,12.5,Success
25,Timsort,100000,partially_sorted,0.0038403000216931105,0.0,0.0,Success
26,Quick Sort,100000,partially_sorted,0.154467599990312,0.0,14.5,Success
26,Timsort,100000,partially_sorted,0.004072299983818084,0.0,0.0,Success
27,Quick Sort,100000,partially_sorted,0.17557449999731034,0.0,22.5,Success
27,Timsort,100000,partially_sorted,0.004717600008007139,0.0,0.0,Success
28,Quick Sort,100000,partially_sorted,0.15869830001611263,0.0,14.5,Success
28,Timsort,100000,partially_sorted,0.0035641000140458345,0.0,33.3,Success
29,Quick Sort,100000,partially_sorted,0.170975900022313,0.0,23.5,Success
29,Timsort,100000,partially_sorted,0.004045900015626103,0.01953125,0.0,Success
30,Quick Sort,100000,partially_sorted,0.17074470000807196,0.359375,20.0,Success
30,Timsort,100000,partially_sorted,0.0035286000347696245,0.0,0.0,Success
1,Quick Sort,100000,corrupted,,,,Failed
1,Timsort,100000,corrupted,,,,Failed
2,Quick Sort,100000,corrupted,,,,Failed
2,Timsort,100000,corrupted,,,,Failed
3,Quick Sort,100000,corrupted,,,,Failed
3,Timsort,100000,corrupted,,,,Failed
4,Quick Sort,100000,corrupted,,,,Failed
4,Timsort,100000,corrupted,,,,Failed
5,Quick Sort,100000,corrupted,,,,Failed
5,Timsort,100000,corrupted,,,,Failed
6,Quick Sort,100000,corrupted,,,,Failed
6,Timsort,100000,corrupted,,,,Failed
7,Quick Sort,100000,corrupted,,,,Failed
7,Timsort,100000,corrupted,,,,Failed
8,Quick Sort,100000,corrupted,,,,Failed
8,Timsort,100000,corrupted,,,,Failed
9,Quick Sort,100000,corrupted,,,,Failed
9,Timsort,100000,corrupted,,,,Failed
10,Quick Sort,100000,corrupted,,,,Failed
10,Timsort,100000,corrupted,,,,Failed
11,Quick Sort,100000,corrupted,,,,Failed
11,Timsort,100000,corrupted,,,,Failed
12,Quick Sort,100000,corrupted,,,,Failed
12,Timsort,100000,corrupted,,,,Failed
13,Quick Sort,100000,corrupted,,,,Failed
13,Timsort,100000,corrupted,,,,Failed
14,Quick Sort,100000,corrupted,,,,Failed
14,Timsort,100000,corrupted,,,,Failed
15,Quick Sort,100000,corrupted,,,,Failed
15,Timsort,100000,corrupted,,,,Failed
16,Quick Sort,100000,corrupted,,,,Failed
16,Timsort,100000,corrupted,,,,Failed
17,Quick Sort,100000,corrupted,,,,Failed
17,Timsort,100000,corrupted,,,,Failed
18,Quick Sort,100000,corrupted,,,,Failed
18,Timsort,100000,corrupted,,,,Failed
19,Quick Sort,100000,corrupted,,,,Failed
19,Timsort,100000,corrupted,,,,Failed
20,Quick Sort,100000,corrupted,,,,Failed
20,Timsort,100000,corrupted,,,,Failed
21,Quick Sort,100000,corrupted,,,,Failed
21,Timsort,100000,corrupted,,,,Failed
22,Quick Sort,100000,corrupted,,,,Failed
22,Timsort,100000,corrupted,,,,Failed
23,Quick Sort,100000,corrupted,,,,Failed
23,Timsort,100000,corrupted,,,,Failed
24,Quick Sort,100000,corrupted,,,,Failed
24,Timsort,100000,corrupted,,,,Failed
25,Quick Sort,100000,corrupted,,,,Failed
25,Timsort,100000,corrupted,,,,Failed
26,Quick Sort,100000,corrupted,,,,Failed
26,Timsort,100000,corrupted,,,,Failed
27,Quick Sort,100000,corrupted,,,,Failed
27,Timsort,100000,corrupted,,,,Failed
28,Quick Sort,100000,corrupted,,,,Failed
28,Timsort,100000,corrupted,,,,Failed
29,Quick Sort,100000,corrupted,,,,Failed
29,Timsort,100000,corrupted,,,,Failed
30,Quick Sort,100000,corrupted,,,,Failed
30,Timsort,100000,corrupted,,,,Failed
